what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318372868981
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318372868982
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318372883872
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318372884067
error,log,,,"Unhandled event loop exception",1318372884198
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318372892811
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318372892977
error,log,,,"Unhandled event loop exception",1318372893053
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1318372943747
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318372947839
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318372947839
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318372948966
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318372949302
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318372949365
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318372958887
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318372959079
error,log,,,"Unhandled event loop exception",1318372959195
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318372962198
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318372962339
error,log,,,"Unhandled event loop exception",1318372962432
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1318372985624
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318372991045
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318372991045
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1318372992393
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318372992748
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318372992840
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318373067597
