what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318981501907
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318981503569
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318981505195
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318981505654
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318981524340
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318981525910
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318981529329
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318981759420
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318981780846
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318981784479
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318981989410
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318981990529
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982012391
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982012628
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982023071
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982023507
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982061341
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982061616
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318982079586
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982088955
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982267995
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1318982270474
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1318982279198
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1318982279534
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982282533
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982282921
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1318982295354
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318982299031
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318982320781
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982326264
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1318982329818
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1318982340346
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1318982348795
